Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Cody Williams,UTA,LAC,L,19.72,3,5,0.6,2,3,0.667,0,0,0.0,2,2,4,1,1,1,0,1,8,9.7,2024-11-17
Josh Giddey,CHI,HOU,L,21.12,3,10,0.3,1,6,0.167,2,2,1.0,2,7,9,5,0,1,1,1,9,9.5,2024-11-17
Talen Horton-Tucker,CHI,HOU,L,9.95,4,11,0.364,2,4,0.5,2,3,0.667,4,0,4,2,0,0,0,1,12,9.3,2024-11-17
Jamal Murray,DEN,MEM,L,37.08,6,15,0.4,1,6,0.167,0,0,0.0,1,5,6,7,3,2,6,3,13,9.2,2024-11-17
Jalen Brunson,NYK,BRK,W,34.37,3,14,0.214,0,5,0.0,6,8,0.75,1,4,5,10,2,0,3,4,12,8.9,2024-11-17
Brandon Miller,CHO,CLE,L,34.88,6,20,0.3,3,12,0.25,0,0,0.0,1,4,5,4,2,0,0,3,15,8.9,2024-11-17
Jay Huff,MEM,DEN,W,11.83,4,5,0.8,2,3,0.667,0,0,0.0,0,1,1,1,0,1,1,0,10,8.8,2024-11-17
T.J. McConnell,IND,MIA,W,23.37,4,8,0.5,0,0,0.0,0,0,0.0,2,1,3,5,1,0,1,1,8,8.8,2024-11-17
Cameron Payne,NYK,BRK,W,16.68,3,7,0.429,3,7,0.429,0,0,0.0,0,0,0,6,0,0,0,2,9,8.7,2024-11-17
Jabari Smith,HOU,CHI,W,23.75,4,8,0.5,1,2,0.5,1,2,0.5,2,6,8,1,0,0,0,2,10,8.7,2024-11-17
Brandon Clarke,MEM,DEN,W,22.33,4,6,0.667,0,1,0.0,0,0,0.0,2,5,7,0,1,0,0,2,8,8.5,2024-11-17
Jaden Hardy,DAL,OKC,W,24.1,6,9,0.667,0,1,0.0,1,1,1.0,0,3,3,1,1,0,2,3,13,8.5,2024-11-17
Naz Reid,MIN,PHO,W,22.45,4,10,0.4,1,6,0.167,4,5,0.8,2,2,4,1,1,0,2,1,13,8.5,2024-11-17
Isaiah Stewart,DET,WAS,W,25.45,4,8,0.5,1,2,0.5,0,0,0.0,2,4,6,1,0,2,0,3,9,8.5,2024-11-17
Daniel Gafford,DAL,OKC,W,17.95,4,9,0.444,0,0,0.0,3,7,0.429,8,4,12,0,0,1,3,2,11,8.4,2024-11-17
Vit Krejci,ATL,POR,L,21.28,3,5,0.6,2,3,0.667,0,0,0.0,1,1,2,3,1,1,1,3,8,8.3,2024-11-17
Peyton Watson,DEN,MEM,L,28.12,3,7,0.429,1,2,0.5,0,0,0.0,1,4,5,2,1,1,0,0,7,8.3,2024-11-17
Zach Edey,MEM,DEN,W,14.45,3,7,0.429,0,1,0.0,1,2,0.5,3,4,7,2,1,2,1,2,7,8.2,2024-11-17
Craig Porter,CLE,CHO,W,21.37,2,4,0.5,1,2,0.5,2,2,1.0,1,3,4,2,2,0,1,2,7,8.2,2024-11-17
Zaccharie Risacher,ATL,POR,L,21.28,3,6,0.5,0,2,0.0,5,5,1.0,1,3,4,2,0,0,2,2,11,8.2,2024-11-17
Mohamed Bamba,LAC,UTA,W,15.22,4,8,0.5,0,2,0.0,1,1,1.0,3,5,8,1,1,0,1,3,9,8.1,2024-11-17
Spencer Dinwiddie,DAL,OKC,W,17.22,3,7,0.429,2,3,0.667,2,2,1.0,0,3,3,1,1,0,0,2,10,8.1,2024-11-17
Scotty Pippen ,MEM,DEN,W,25.53,3,12,0.25,2,7,0.286,2,2,1.0,2,1,3,4,4,0,2,3,10,8.1,2024-11-17
Noah Clowney,BRK,NYK,L,16.82,5,7,0.714,2,4,0.5,1,3,0.333,0,2,2,1,0,0,1,4,13,8.0,2024-11-17
Luke Kennard,MEM,DEN,W,25.95,3,5,0.6,2,3,0.667,0,1,0.0,0,3,3,4,0,0,1,1,8,7.6,2024-11-17
Oso Ighodaro,PHO,MIN,L,26.0,5,7,0.714,0,0,0.0,1,2,0.5,1,2,3,1,0,0,1,3,11,7.5,2024-11-17
Jaylen Wells,MEM,DEN,W,26.02,6,15,0.4,2,5,0.4,1,1,1.0,0,1,1,0,0,1,0,1,15,7.5,2024-11-17
Quentin Grimes,DAL,OKC,W,20.77,2,5,0.4,2,4,0.5,4,4,1.0,0,3,3,2,0,0,1,3,10,7.4,2024-11-17
Cody Martin,CHO,CLE,L,25.43,2,8,0.25,0,3,0.0,1,2,0.5,5,1,6,2,2,3,1,2,5,7.3,2024-11-17
Russell Westbrook,DEN,MEM,L,23.17,4,10,0.4,2,3,0.667,2,4,0.5,0,3,3,3,1,1,3,1,12,7.1,2024-11-17
Vasilije Micić,CHO,CLE,L,14.45,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,2,0,0,1,2,9,7.0,2024-11-17
Santi Aldama,MEM,DEN,W,19.53,3,6,0.5,0,3,0.0,0,0,0.0,0,2,2,2,2,1,1,0,6,6.7,2024-11-17
Isaiah Collier,UTA,LAC,L,26.28,2,4,0.5,0,1,0.0,0,0,0.0,0,3,3,8,2,0,3,2,4,6.7,2024-11-17
Jerami Grant,POR,ATL,W,27.92,4,10,0.4,1,4,0.25,0,0,0.0,0,0,0,1,3,2,0,5,9,6.7,2024-11-17
Coby White,CHI,HOU,L,24.93,3,8,0.375,2,4,0.5,0,0,0.0,1,1,2,4,0,1,1,1,8,6.7,2024-11-17
Amir Coffey,LAC,UTA,W,17.5,2,6,0.333,0,3,0.0,3,3,1.0,1,1,2,2,1,0,0,1,7,6.6,2024-11-17
Ayo Dosunmu,CHI,HOU,L,23.5,4,10,0.4,1,5,0.2,0,0,0.0,0,2,2,6,0,0,1,2,9,6.6,2024-11-17
Corey Kispert,WAS,DET,L,21.83,3,6,0.5,2,4,0.5,0,0,0.0,0,3,3,1,1,0,1,0,8,6.6,2024-11-17
Nickeil Alexander-Walker,MIN,PHO,W,20.15,4,6,0.667,0,1,0.0,0,0,0.0,1,1,2,2,0,1,2,0,8,6.5,2024-11-17
Dereck Lively,DAL,OKC,W,25.68,3,5,0.6,0,0,0.0,0,1,0.0,1,4,5,3,0,2,1,3,6,6.5,2024-11-17
Royce O'Neale,PHO,MIN,L,24.88,3,7,0.429,1,4,0.25,0,0,0.0,0,4,4,2,2,1,1,3,7,6.4,2024-11-17
Derrick Jones,LAC,UTA,W,20.58,3,6,0.5,1,3,0.333,0,0,0.0,0,1,1,0,3,0,1,0,7,6.3,2024-11-17
Obi Toppin,IND,MIA,W,17.82,4,8,0.5,0,2,0.0,0,0,0.0,1,2,3,2,1,0,1,1,8,6.3,2024-11-17
Jae'Sean Tate,HOU,CHI,W,6.27,2,2,1.0,0,0,0.0,0,0,0.0,1,2,3,2,0,0,0,0,4,6.1,2024-11-17
Josh Okogie,PHO,MIN,L,16.27,3,4,0.75,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,1,6,6.0,2024-11-17
Mike Conley,MIN,PHO,W,30.07,1,2,0.5,1,1,1.0,0,1,0.0,0,4,4,3,2,0,1,0,3,5.9,2024-11-17
Josh Richardson,MIA,IND,L,24.23,2,5,0.4,1,3,0.333,0,0,0.0,1,1,2,3,1,1,0,3,5,5.9,2024-11-17
Jevon Carter,CHI,HOU,L,14.13,3,9,0.333,2,6,0.333,0,0,0.0,0,3,3,2,2,0,1,1,8,5.8,2024-11-17
Kevin Love,MIA,IND,L,11.7,3,6,0.5,2,3,0.667,0,0,0.0,0,6,6,0,0,0,1,0,8,5.8,2024-11-17
Drew Eubanks,UTA,LAC,L,17.28,3,4,0.75,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,0,8,5.7,2024-11-17
Wendell Moore,DET,WAS,W,23.73,1,2,0.5,0,1,0.0,2,2,1.0,0,5,5,2,2,0,1,3,4,5.7,2024-11-17
Nikola Vučević,CHI,HOU,L,25.33,3,7,0.429,1,3,0.333,2,2,1.0,0,6,6,2,0,0,2,2,9,5.7,2024-11-17
Terance Mann,LAC,UTA,W,13.65,3,6,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,1,0,1,7,5.6,2024-11-17
Jalen Smith,CHI,HOU,L,14.62,2,7,0.286,0,3,0.0,1,1,1.0,3,4,7,0,0,3,0,2,5,5.5,2024-11-17
Collin Sexton,UTA,LAC,L,20.05,4,9,0.444,3,5,0.6,0,0,0.0,1,3,4,3,0,0,3,4,11,5.4,2024-11-17
Georges Niang,CLE,CHO,W,26.0,5,11,0.455,3,7,0.429,0,0,0.0,1,1,2,1,0,1,4,1,13,5.3,2024-11-17
Dyson Daniels,ATL,POR,L,35.92,5,17,0.294,1,5,0.2,1,1,1.0,5,3,8,4,2,1,6,2,12,5.2,2024-11-17
Dennis Schröder,BRK,NYK,L,31.12,2,11,0.182,2,6,0.333,2,2,1.0,0,1,1,6,0,0,0,1,8,5.2,2024-11-17
Toumani Camara,POR,ATL,W,35.0,1,8,0.125,1,3,0.333,0,0,0.0,3,1,4,5,4,0,1,4,3,5.1,2024-11-17
Isaiah Joe,OKC,DAL,L,25.83,2,6,0.333,2,6,0.333,0,0,0.0,0,2,2,4,1,1,1,4,6,5.1,2024-11-17
Jock Landale,HOU,CHI,W,16.2,2,7,0.286,0,0,0.0,1,2,0.5,4,4,8,2,0,2,2,1,5,4.9,2024-11-17
Terry Rozier,MIA,IND,L,27.28,4,12,0.333,0,5,0.0,1,1,1.0,4,0,4,1,0,0,0,2,9,4.9,2024-11-17
Moussa Diabaté,CHO,CLE,L,11.78,1,2,0.5,0,0,0.0,0,0,0.0,3,1,4,0,1,1,0,1,2,4.7,2024-11-17
Chris Duarte,CHI,HOU,L,12.0,2,4,0.5,0,2,0.0,2,2,1.0,1,1,2,0,0,0,0,1,6,4.6,2024-11-17
Kenrich Williams,OKC,DAL,L,18.22,2,6,0.333,0,2,0.0,2,2,1.0,0,4,4,2,2,0,1,4,6,4.6,2024-11-17
Monte Morris,PHO,MIN,L,10.78,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,2,1,0,2,0,5,4.4,2024-11-17
Jarace Walker,IND,MIA,W,16.22,2,7,0.286,1,3,0.333,1,3,0.333,1,6,7,3,1,1,3,0,6,4.4,2024-11-17
Matas Buzelis,CHI,HOU,L,15.9,2,6,0.333,2,3,0.667,2,2,1.0,1,2,3,0,1,0,2,2,8,4.1,2024-11-17
Mason Plumlee,PHO,MIN,L,28.92,3,6,0.5,0,0,0.0,0,0,0.0,3,5,8,4,1,0,4,6,6,4.0,2024-11-17
Jeenathan Williams,HOU,CHI,W,4.97,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,4,4.0,2024-11-17
Trendon Watford,BRK,NYK,L,13.43,1,3,0.333,0,1,0.0,2,2,1.0,0,3,3,3,0,0,1,1,4,3.9,2024-11-17
Aaron Wiggins,OKC,DAL,L,24.67,2,9,0.222,2,7,0.286,1,2,0.5,1,4,5,0,2,1,1,2,7,3.9,2024-11-17
Scoot Henderson,POR,ATL,W,29.75,3,11,0.273,0,4,0.0,0,0,0.0,1,0,1,10,1,1,4,3,6,3.7,2024-11-17
Jusuf Nurkić,PHO,MIN,L,13.52,2,5,0.4,1,3,0.333,0,0,0.0,2,5,7,1,0,0,1,3,5,3.7,2024-11-17
Isaac Okoro,CLE,CHO,W,13.78,3,4,0.75,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,6,3.7,2024-11-17
Garrison Mathews,ATL,POR,L,10.68,2,5,0.4,2,5,0.4,0,0,0.0,0,1,1,0,0,0,0,0,6,3.6,2024-11-17
Simone Fontecchio,DET,WAS,W,21.97,2,6,0.333,2,5,0.4,0,0,0.0,0,1,1,1,1,0,0,3,6,3.4,2024-11-17
Torrey Craig,CHI,HOU,L,11.08,1,5,0.2,1,5,0.2,2,2,1.0,0,2,2,1,0,0,0,0,5,3.2,2024-11-17
Ziaire Williams,BRK,NYK,L,24.0,1,7,0.143,0,4,0.0,5,6,0.833,1,2,3,1,0,1,0,4,7,3.2,2024-11-17
Jericho Sims,NYK,BRK,W,18.08,1,1,1.0,0,0,0.0,0,0,0.0,0,4,4,1,0,1,0,3,2,3.1,2024-11-17
Tyrese Martin,BRK,NYK,L,1.28,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3,3.0,2024-11-17
DeAndre Jordan,DEN,MEM,L,14.28,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,4,2.9,2024-11-17
Dalen Terry,CHI,HOU,L,12.37,2,6,0.333,0,1,0.0,0,0,0.0,1,0,1,1,2,1,1,2,4,2.9,2024-11-17
Kris Murray,POR,ATL,W,7.83,2,5,0.4,2,5,0.4,0,2,0.0,0,2,2,0,0,1,1,0,6,2.8,2024-11-17
Jared Butler,WAS,DET,L,4.0,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,2.7,2024-11-17
Kyshawn George,WAS,DET,L,25.67,0,3,0.0,0,2,0.0,0,0,0.0,0,3,3,6,0,1,0,3,0,2.5,2024-11-17
Michael Porter,DEN,MEM,L,27.23,4,12,0.333,0,4,0.0,2,2,1.0,0,3,3,1,0,0,2,1,10,2.4,2024-11-17
JT Thor,CLE,CHO,W,1.57,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,2.4,2024-11-17
Larry Nance,ATL,POR,L,10.78,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,0,1,1,0,0,0,2.3,2024-11-17
Marcus Sasser,DET,WAS,W,13.42,3,8,0.375,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,1,7,2.2,2024-11-17
Seth Curry,CHO,CLE,L,9.32,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,0,3,1.9,2024-11-17
Keyonte George,UTA,LAC,L,33.72,4,12,0.333,1,8,0.125,0,0,0.0,2,3,5,3,0,0,4,2,9,1.8,2024-11-17
Cason Wallace,OKC,DAL,L,24.9,2,8,0.25,0,5,0.0,0,0,0.0,0,2,2,1,2,0,0,2,4,1.7,2024-11-17
Rayan Rupert,POR,ATL,W,10.08,1,3,0.333,1,2,0.5,0,0,0.0,2,1,3,0,0,0,1,1,3,1.6,2024-11-17
Dean Wade,CLE,CHO,W,14.73,1,2,0.5,1,2,0.5,0,0,0.0,0,4,4,0,0,0,1,2,3,1.4,2024-11-17
Klay Thompson,DAL,OKC,W,25.05,1,11,0.091,1,8,0.125,2,2,1.0,0,3,3,0,2,1,0,0,5,1.3,2024-11-17
Ben Simmons,BRK,NYK,L,22.12,0,3,0.0,0,0,0.0,0,0,0.0,0,4,4,8,0,1,3,3,0,1.2,2024-11-17
Marvin Bagley,WAS,DET,L,4.0,2,4,0.5,0,1,0.0,0,0,0.0,1,1,2,0,0,0,2,0,4,1.0,2024-11-17
Ajay Mitchell,OKC,DAL,L,19.0,1,5,0.2,0,2,0.0,1,2,0.5,0,1,1,2,1,0,0,3,3,1.0,2024-11-17
Tidjane Salaün ,CHO,CLE,L,14.9,0,3,0.0,0,2,0.0,0,0,0.0,1,0,1,1,1,1,0,0,0,1.0,2024-11-17
Jaime Jaquez,MIA,IND,L,15.43,1,6,0.167,0,2,0.0,0,0,0.0,1,2,3,4,1,0,2,1,2,0.9,2024-11-17
Aaron Holiday,HOU,CHI,W,6.72,1,3,0.333,1,3,0.333,0,2,0.0,0,1,1,1,0,1,1,1,3,0.8,2024-11-17
Vince Williams,MEM,DEN,W,13.78,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,5,0,0,2,4,3,0.8,2024-11-17
Joe Ingles,MIN,PHO,W,0.03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2024-11-17
Dwight Powell,DAL,OKC,W,3.8,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,0.6,2024-11-17
Patrick Baldwin,WAS,DET,L,4.0,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,1,1,0.5,2024-11-17
Ousmane Dieng,OKC,DAL,L,2.18,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,0.3,2024-11-17
John Konchar,MEM,DEN,W,0.38,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2024-11-17
Caris LeVert,CLE,CHO,W,31.65,1,5,0.2,0,3,0.0,2,2,1.0,2,2,4,2,0,0,2,5,4,0.3,2024-11-17
Jack McVeigh,HOU,CHI,W,4.97,1,4,0.25,0,3,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,0.3,2024-11-17
Nicolas Batum,LAC,UTA,W,18.47,0,3,0.0,0,3,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,0.2,2024-11-17
Trey Alexander,DEN,MEM,L,1.37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Colin Castleton,MEM,DEN,W,0.38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Anthony Gill,WAS,DET,L,3.63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
PJ Hall,DEN,MEM,L,1.37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Yuki Kawamura,MEM,DEN,W,0.38,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Shake Milton,BRK,NYK,L,1.28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Alex Sarr,WAS,DET,L,23.9,1,7,0.143,1,3,0.333,1,2,0.5,0,3,3,3,0,1,2,2,4,0.0,2024-11-17
Ben Sheppard,IND,MIA,W,25.63,1,5,0.2,1,3,0.333,0,0,0.0,0,3,3,1,0,1,1,3,3,0.0,2024-11-17
Nick Smith,CHO,CLE,L,1.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Jaylon Tyson,CLE,CHO,W,1.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-17
Keon Johnson,BRK,NYK,L,10.78,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,2,0,0,0,1,0,-0.1,2024-11-17
Jeff Green,HOU,CHI,W,13.2,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,0,0,0,0,1,2,-0.2,2024-11-17
Johnny Davis,WAS,DET,L,4.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-11-17
Paul Reed,DET,WAS,W,4.35,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-11-17
Vlatko Čančar,DEN,MEM,L,13.42,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,3,2,-0.5,2024-11-17
Pacome Dadiet,NYK,BRK,W,9.55,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,2,0,-0.5,2024-11-17
Quenton Jackson,IND,MIA,W,6.67,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-0.5,2024-11-17
Patrick Williams,CHI,HOU,L,16.35,2,9,0.222,1,7,0.143,2,2,1.0,0,1,1,1,0,0,3,0,7,-0.5,2024-11-17
Yongxi Cui,BRK,NYK,L,1.28,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-11-17
Zeke Nnaji,DEN,MEM,L,1.37,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-0.7,2024-11-17
Luke Travers,CLE,CHO,W,1.57,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-0.7,2024-11-17
Hunter Tyson,DEN,MEM,L,1.37,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-11-17
Tari Eason,HOU,CHI,W,18.28,1,8,0.125,0,4,0.0,2,2,1.0,1,5,6,0,1,0,1,5,4,-1.0,2024-11-17
Jared Rhoden,CHO,CLE,L,1.57,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,1,0,-1.4,2024-11-17
Keaton Wallace,ATL,POR,L,16.88,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,2,1,0,1,3,0,-1.6,2024-11-17
Maxi Kleber,DAL,OKC,W,14.07,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,3,4,2,-2.3,2024-11-17
Julian Phillips,CHI,HOU,L,12.38,1,6,0.167,0,4,0.0,0,0,0.0,0,0,0,1,1,0,1,3,2,-2.3,2024-11-17
Rob Dillingham,MIN,PHO,W,5.55,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-2.4,2024-11-17
Malcolm Brogdon,WAS,DET,L,21.8,0,4,0.0,0,1,0.0,1,2,0.5,0,2,2,0,0,0,1,0,1,-2.6,2024-11-17
Ryan Dunn,PHO,MIN,L,18.47,1,2,0.5,0,1,0.0,0,2,0.0,0,0,0,0,1,0,3,3,2,-3.0,2024-11-17
Ron Holland,DET,WAS,W,14.88,0,3,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,2,0,-3.3,2024-11-17
Haywood Highsmith,MIA,IND,L,21.8,0,6,0.0,0,2,0.0,0,0,0.0,2,2,4,1,0,0,2,1,0,-3.9,2024-11-17
Jimmy Butler,MIA,PHI,W,33.67,8,12,0.667,1,1,1.0,13,13,1.0,5,5,10,5,1,0,0,2,30,33.5,2024-11-18
Brook Lopez,MIL,HOU,W,39.65,11,15,0.733,5,8,0.625,0,1,0.0,1,9,10,1,3,4,0,1,27,30.0,2024-11-18
RJ Barrett,TOR,IND,W,35.58,13,21,0.619,4,8,0.5,9,12,0.75,1,8,9,5,0,0,5,2,39,29.1,2024-11-18
Nikola Vučević,CHI,DET,W,35.08,11,18,0.611,6,8,0.75,1,2,0.5,2,10,12,3,0,3,0,2,29,28.2,2024-11-18
Keon Ellis,SAC,ATL,L,33.08,9,17,0.529,9,15,0.6,6,7,0.857,2,4,6,1,1,1,1,1,33,27.9,2024-11-18
Jalen Brunson,NYK,WAS,W,30.3,9,15,0.6,5,9,0.556,3,3,1.0,0,1,1,11,1,0,0,1,26,27.7,2024-11-18
Jakob Poeltl,TOR,IND,W,37.62,13,18,0.722,0,0,0.0,4,6,0.667,4,11,15,2,2,2,6,3,30,25.5,2024-11-18
Franz Wagner,ORL,PHO,W,39.2,12,24,0.5,4,8,0.5,4,5,0.8,0,5,5,8,0,0,1,2,32,24.9,2024-11-18
Karl-Anthony Towns,NYK,WAS,W,24.68,8,14,0.571,3,4,0.75,5,5,1.0,1,11,12,3,0,0,0,1,24,23.1,2024-11-18
Pascal Siakam,IND,TOR,L,39.0,9,20,0.45,1,3,0.333,6,8,0.75,6,4,10,5,1,0,0,2,25,22.9,2024-11-18
Jalen Duren,DET,CHI,L,30.08,7,13,0.538,0,0,0.0,1,2,0.5,12,10,22,3,0,2,0,3,15,22.0,2024-11-18
Anthony Black,ORL,PHO,W,32.73,5,10,0.5,3,5,0.6,7,8,0.875,0,4,4,9,3,0,3,1,20,21.7,2024-11-18
Coby White,CHI,DET,W,33.25,9,14,0.643,5,10,0.5,2,2,1.0,0,4,4,4,0,1,1,3,25,21.3,2024-11-18
Cade Cunningham,DET,CHI,L,36.28,8,17,0.471,4,7,0.571,6,9,0.667,0,6,6,10,0,0,3,3,26,20.7,2024-11-18
Zach LaVine,CHI,DET,W,34.75,9,19,0.474,7,14,0.5,0,0,0.0,0,6,6,5,1,0,1,0,25,20.6,2024-11-18
Bennedict Mathurin,IND,TOR,L,32.13,10,16,0.625,4,6,0.667,4,6,0.667,3,2,5,2,1,1,4,3,28,20.6,2024-11-18
Fred VanVleet,HOU,MIL,L,34.65,9,23,0.391,3,11,0.273,5,5,1.0,0,6,6,5,1,1,0,1,26,20.1,2024-11-18
Stephen Curry,GSW,LAC,L,32.38,10,21,0.476,6,15,0.4,0,0,0.0,1,6,7,6,0,1,3,1,26,19.3,2024-11-18
Jonas Valančiūnas,WAS,NYK,L,18.18,8,11,0.727,0,0,0.0,2,2,1.0,4,4,8,3,0,2,2,1,18,18.6,2024-11-18
De'Aaron Fox,SAC,ATL,L,39.08,11,23,0.478,3,6,0.5,3,4,0.75,0,5,5,7,1,0,4,2,28,18.5,2024-11-18
Obi Toppin,IND,TOR,L,31.0,8,13,0.615,3,8,0.375,0,0,0.0,0,2,2,5,2,1,1,1,19,18.5,2024-11-18
De'Andre Hunter,ATL,SAC,W,24.57,9,15,0.6,4,8,0.5,2,2,1.0,1,1,2,1,0,1,1,3,24,17.3,2024-11-18
Goga Bitadze,ORL,PHO,W,31.15,7,8,0.875,0,0,0.0,3,4,0.75,3,7,10,1,0,2,1,5,17,17.1,2024-11-18
Andrew Wiggins,GSW,LAC,L,28.92,7,12,0.583,2,4,0.5,6,8,0.75,2,1,3,0,0,1,1,0,22,17.0,2024-11-18
Cameron Payne,NYK,WAS,W,22.62,6,9,0.667,5,6,0.833,0,0,0.0,1,1,2,7,0,0,2,2,17,16.2,2024-11-18
Tari Eason,HOU,MIL,L,30.6,4,7,0.571,1,3,0.333,0,0,0.0,3,11,14,1,4,3,1,2,9,16.1,2024-11-18
James Harden,LAC,GSW,W,40.68,4,15,0.267,2,6,0.333,2,2,1.0,0,6,6,16,2,2,3,2,12,15.7,2024-11-18
OG Anunoby,NYK,WAS,W,30.13,6,12,0.5,1,4,0.25,3,4,0.75,2,3,5,2,2,0,0,0,16,15.3,2024-11-18
Tyus Jones,PHO,ORL,L,32.32,7,17,0.412,4,11,0.364,0,0,0.0,1,1,2,8,0,0,0,1,18,15.1,2024-11-18
Corey Kispert,WAS,NYK,L,30.67,5,13,0.385,4,9,0.444,4,4,1.0,2,4,6,2,1,0,0,2,18,15.1,2024-11-18
Malik Beasley,DET,CHI,L,30.35,8,19,0.421,5,14,0.357,0,0,0.0,3,1,4,2,1,0,0,2,21,14.9,2024-11-18
Jared McCain,PHI,MIA,L,36.52,8,16,0.5,4,9,0.444,0,0,0.0,0,4,4,4,2,0,2,3,20,14.8,2024-11-18
Paul George,PHI,MIA,L,32.95,5,13,0.385,1,7,0.143,7,9,0.778,0,6,6,5,3,0,3,3,18,14.2,2024-11-18
T.J. McConnell,IND,TOR,L,26.5,4,11,0.364,0,1,0.0,2,2,1.0,0,3,3,7,5,0,0,2,10,13.9,2024-11-18
Tyrese Haliburton,IND,TOR,L,38.83,5,18,0.278,2,9,0.222,4,4,1.0,2,1,3,4,5,2,1,4,16,13.7,2024-11-18
Oso Ighodaro,PHO,ORL,L,32.33,6,8,0.75,0,0,0.0,0,1,0.0,3,4,7,2,2,0,1,1,12,13.7,2024-11-18
Zaccharie Risacher,ATL,SAC,W,26.1,6,11,0.545,3,5,0.6,3,4,0.75,1,2,3,2,2,1,3,3,18,13.5,2024-11-18
Norman Powell,LAC,GSW,W,25.72,9,15,0.6,5,6,0.833,0,0,0.0,0,1,1,0,1,0,4,0,23,13.4,2024-11-18
Clint Capela,ATL,SAC,W,28.47,6,9,0.667,0,0,0.0,2,4,0.5,3,11,14,1,0,1,2,2,14,13.3,2024-11-18
Trae Young,ATL,SAC,W,35.72,1,7,0.143,0,2,0.0,5,5,1.0,0,3,3,19,2,0,5,1,7,13.3,2024-11-18
Damian Lillard,MIL,HOU,W,35.63,6,18,0.333,0,6,0.0,6,7,0.857,0,4,4,10,0,0,2,1,18,13.2,2024-11-18
